id,lon,lat,x_twd97,y_twd97,position
1218,121.15,22.95,265382,2538754,East
1219,121.2,22.95,270510,2538760,East
1220,121.25,22.95,275637,2538768,East
1227,121.1,23,260251,2544286,East
1228,121.15,23,265376,2544290,East
1229,121.2,23,270502,2544297,East
1230,121.25,23,275628,2544304,East
1231,121.3,23,280753,2544314,East
1238,121.1,23.05,260247,2549823,East
1239,121.15,23.05,265371,2549827,East
1240,121.2,23.05,270494,2549833,East
1241,121.25,23.05,275618,2549841,East
1242,121.3,23.05,280742,2549851,East
1249,121.15,23.1,265365,2555364,East
1250,121.2,23.1,270487,2555370,East
1251,121.25,23.1,275609,2555378,East
1252,121.3,23.1,280731,2555388,East
1253,121.35,23.1,285852,2555399,East
1260,121.15,23.15,265359,2560901,East
1261,121.2,23.15,270479,2560907,East
1262,121.25,23.15,275599,2560915,East
1263,121.3,23.15,280719,2560924,East
1264,121.35,23.15,285839,2560936,East
1265,121.4,23.15,290959,2560949,East
1272,121.2,23.2,270472,2566444,East
1273,121.25,23.2,275590,2566451,East
1274,121.3,23.2,280708,2566461,East
1275,121.35,23.2,285826,2566473,East
1283,121.2,23.25,270464,2571980,East
1284,121.25,23.25,275580,2571988,East
1285,121.3,23.25,280696,2571998,East
1286,121.35,23.25,285813,2572009,East
1287,121.4,23.25,290929,2572023,East
1295,121.25,23.3,275571,2577525,East
1296,121.3,23.3,280685,2577535,East
1297,121.35,23.3,285799,2577546,East
1298,121.4,23.3,290913,2577560,East
1299,121.45,23.3,296028,2577575,East
1305,121.25,23.35,275561,2583062,East
1306,121.3,23.35,280673,2583072,East
1307,121.35,23.35,285786,2583083,East
1308,121.4,23.35,290898,2583097,East
1309,121.45,23.35,296011,2583112,East
1315,121.25,23.4,275551,2588599,East
1316,121.3,23.4,280662,2588609,East
1317,121.35,23.4,285772,2588620,East
1318,121.4,23.4,290883,2588634,East
1319,121.45,23.4,295993,2588649,East
1327,121.3,23.45,280650,2594146,East
1328,121.35,23.45,285759,2594157,East
1329,121.4,23.45,290867,2594171,East
1330,121.45,23.45,295976,2594186,East
1337,121.3,23.5,280639,2599683,East
1338,121.35,23.5,285745,2599694,East
1339,121.4,23.5,290852,2599708,East
1340,121.45,23.5,295959,2599723,East
1341,121.5,23.5,301065,2599740,East
1345,121.3,23.55,280627,2605220,East
1346,121.35,23.55,285732,2605231,East
1347,121.4,23.55,290837,2605245,East
1348,121.45,23.55,295941,2605260,East
1349,121.5,23.55,301046,2605277,East
1353,121.3,23.6,280616,2610757,East
1354,121.35,23.6,285718,2610769,East
1355,121.4,23.6,290821,2610782,East
1356,121.45,23.6,295924,2610797,East
1357,121.5,23.6,301027,2610814,East
1362,121.35,23.65,285705,2616306,East
1363,121.4,23.65,290806,2616319,East
1364,121.45,23.65,295907,2616334,East
1365,121.5,23.65,301007,2616351,East
1369,121.35,23.7,285691,2621843,East
1370,121.4,23.7,290790,2621856,East
1371,121.45,23.7,295889,2621872,East
1372,121.5,23.7,300988,2621889,East
1373,121.55,23.7,306087,2621907,East
1377,121.35,23.75,285678,2627380,East
1378,121.4,23.75,290775,2627394,East
1379,121.45,23.75,295872,2627409,East
1380,121.5,23.75,300969,2627426,East
1381,121.55,23.75,306066,2627445,East
1386,121.4,23.8,290759,2632931,East
1387,121.45,23.8,295854,2632946,East
1388,121.5,23.8,300949,2632963,East
1389,121.55,23.8,306044,2632982,East
1394,121.4,23.85,290743,2638468,East
1395,121.45,23.85,295836,2638483,East
1396,121.5,23.85,300930,2638501,East
1397,121.55,23.85,306023,2638519,East
1403,121.45,23.9,295819,2644021,East
1404,121.5,23.9,300910,2644038,East
1405,121.55,23.9,306001,2644057,East
1406,121.6,23.9,311092,2644078,East
1412,121.5,23.95,300890,2649575,East
1413,121.55,23.95,305980,2649594,East
1414,121.6,23.95,311069,2649615,East
1421,121.5,24,300871,2655113,East
1422,121.55,24,305958,2655132,East
1423,121.6,24,311045,2655153,East
1424,121.65,24,316132,2655175,East
1429,121.5,24.05,300851,2660650,East
1430,121.55,24.05,305936,2660669,East
1431,121.6,24.05,311022,2660690,East
1438,121.55,24.1,305915,2666207,East
1439,121.6,24.1,310998,2666228,East
1446,121.55,24.15,305893,2671745,East
1447,121.6,24.15,310974,2671765,East
1448,121.65,24.15,316056,2671788,East
1454,121.55,24.2,305871,2677282,East
1455,121.6,24.2,310950,2677303,East
1456,121.65,24.2,316030,2677326,East
1522,121.55,24.55,305718,2716047,East
1523,121.6,24.55,310783,2716068,East
1524,121.65,24.55,315848,2716091,East
1525,121.7,24.55,320914,2716116,East
1526,121.75,24.55,325979,2716142,East
1527,121.8,24.55,331045,2716171,East
1528,121.85,24.55,336110,2716201,East
1532,121.55,24.6,305695,2721585,East
1533,121.6,24.6,310759,2721606,East
1534,121.65,24.6,315822,2721629,East
1535,121.7,24.6,320886,2721654,East
1536,121.75,24.6,325949,2721680,East
1537,121.8,24.6,331013,2721709,East
1538,121.85,24.6,336076,2721739,East
1542,121.55,24.65,305673,2727123,East
1543,121.6,24.65,310735,2727144,East
1544,121.65,24.65,315796,2727167,East
1545,121.7,24.65,320857,2727192,East
1546,121.75,24.65,325919,2727219,East
1547,121.8,24.65,330980,2727247,East
1550,121.55,24.7,305651,2732661,East
1551,121.6,24.7,310710,2732682,East
1552,121.65,24.7,315770,2732705,East
1553,121.7,24.7,320829,2732730,East
1554,121.75,24.7,325889,2732757,East
1555,121.8,24.7,330948,2732785,East
1557,121.6,24.75,310686,2738220,East
1558,121.65,24.75,315744,2738243,East
1559,121.7,24.75,320801,2738268,East
1560,121.75,24.75,325858,2738295,East
1561,121.8,24.75,330916,2738324,East
1566,121.75,24.8,325828,2743833,East
1567,121.8,24.8,330883,2743862,East
